csv_line,id,type,score,chinese,requirement,status,chinese_vs_requirement,requirement_vs_code,code_refs,recommendation
346,CHISELED_QUARTZ_BLOCK,block,1,雕纹石英块,,consistent,中文显示“雕纹石英块”与 ID（Material.CHISELED_QUARTZ_BLOCK）一致。作为 block 类型目标，requirement 为空符合系统设计规范（物品收集类任务由 Material ID 驱动）。,Game.runPer5Tick 每 5 tick 轮询 checkRedInventory / checkBlueInventory，检查在线队员背包与队伍共享箱是否持有 Material.CHISELED_QUARTZ_BLOCK。该材质在 Paper 26.2 Material 枚举中存在，代码逻辑与静态结构一致。,"src/main/java/top/lqsnow/blockracing/managers/Game.java (checkRedInventory/checkBlueInventory), src/main/java/top/lqsnow/blockracing/managers/Block.java (loadTargets)",无
347,CRACKED_POLISHED_BLACKSTONE_BRICKS,block,1,裂纹磨制黑石砖,,consistent,中文显示“裂纹磨制黑石砖”与 ID（Material.CRACKED_POLISHED_BLACKSTONE_BRICKS）一致。作为 block 类型目标，requirement 为空符合系统设计规范（物品收集类任务由 Material ID 驱动）。,Game.runPer5Tick 每 5 tick 轮询 checkRedInventory / checkBlueInventory，检查在线队员背包与队伍共享箱是否持有 Material.CRACKED_POLISHED_BLACKSTONE_BRICKS。该材质在 Paper 26.2 Material 枚举中存在，代码逻辑与静态结构一致。,"src/main/java/top/lqsnow/blockracing/managers/Game.java (checkRedInventory/checkBlueInventory), src/main/java/top/lqsnow/blockracing/managers/Block.java (loadTargets)",无
348,CRIMSON_PLANKS,block,1,绯红木板,,consistent,中文显示“绯红木板”与 ID（Material.CRIMSON_PLANKS）一致。作为 block 类型目标，requirement 为空符合系统设计规范（物品收集类任务由 Material ID 驱动）。,Game.runPer5Tick 每 5 tick 轮询 checkRedInventory / checkBlueInventory，检查在线队员背包与队伍共享箱是否持有 Material.CRIMSON_PLANKS。该材质在 Paper 26.2 Material 枚举中存在，代码逻辑与静态结构一致。,"src/main/java/top/lqsnow/blockracing/managers/Game.java (checkRedInventory/checkBlueInventory), src/main/java/top/lqsnow/blockracing/managers/Block.java (loadTargets)",无
349,CRIMSON_ROOTS,block,1,绯红菌索,,consistent,中文显示“绯红菌索”与 ID（Material.CRIMSON_ROOTS）一致。作为 block 类型目标，requirement 为空符合系统设计规范（物品收集类任务由 Material ID 驱动）。,Game.runPer5Tick 每 5 tick 轮询 checkRedInventory / checkBlueInventory，检查在线队员背包与队伍共享箱是否持有 Material.CRIMSON_ROOTS。该材质在 Paper 26.2 Material 枚举中存在，代码逻辑与静态结构一致。,"src/main/java/top/lqsnow/blockracing/managers/Game.java (checkRedInventory/checkBlueInventory), src/main/java/top/lqsnow/blockracing/managers/Block.java (loadTargets)",无
350,CRYING_OBSIDIAN,block,2,哭泣的黑曜石,,consistent,中文显示“哭泣的黑曜石”与 ID（Material.CRYING_OBSIDIAN）一致。作为 block 类型目标，requirement 为空符合系统设计规范（物品收集类任务由 Material ID 驱动）。,Game.runPer5Tick 每 5 tick 轮询 checkRedInventory / checkBlueInventory，检查在线队员背包与队伍共享箱是否持有 Material.CRYING_OBSIDIAN。该材质在 Paper 26.2 Material 枚举中存在，代码逻辑与静态结构一致。,"src/main/java/top/lqsnow/blockracing/managers/Game.java (checkRedInventory/checkBlueInventory), src/main/java/top/lqsnow/blockracing/managers/Block.java (loadTargets)",无
351,DAMAGED_ANVIL,block,2,损坏的铁砧,,consistent,中文显示“损坏的铁砧”与 ID（Material.DAMAGED_ANVIL）一致。作为 block 类型目标，requirement 为空符合系统设计规范（物品收集类任务由 Material ID 驱动）。,Game.runPer5Tick 每 5 tick 轮询 checkRedInventory / checkBlueInventory，检查在线队员背包与队伍共享箱是否持有 Material.DAMAGED_ANVIL。该材质在 Paper 26.2 Material 枚举中存在，代码逻辑与静态结构一致。,"src/main/java/top/lqsnow/blockracing/managers/Game.java (checkRedInventory/checkBlueInventory), src/main/java/top/lqsnow/blockracing/managers/Block.java (loadTargets)",无
352,DARK_PRISMARINE,block,1,暗海晶石,,consistent,中文显示“暗海晶石”与 ID（Material.DARK_PRISMARINE）一致。作为 block 类型目标，requirement 为空符合系统设计规范（物品收集类任务由 Material ID 驱动）。,Game.runPer5Tick 每 5 tick 轮询 checkRedInventory / checkBlueInventory，检查在线队员背包与队伍共享箱是否持有 Material.DARK_PRISMARINE。该材质在 Paper 26.2 Material 枚举中存在，代码逻辑与静态结构一致。,"src/main/java/top/lqsnow/blockracing/managers/Game.java (checkRedInventory/checkBlueInventory), src/main/java/top/lqsnow/blockracing/managers/Block.java (loadTargets)",无
353,DARK_PRISMARINE_SLAB,block,1,暗海晶石台阶,,consistent,中文显示“暗海晶石台阶”与 ID（Material.DARK_PRISMARINE_SLAB）一致。作为 block 类型目标，requirement 为空符合系统设计规范（物品收集类任务由 Material ID 驱动）。,Game.runPer5Tick 每 5 tick 轮询 checkRedInventory / checkBlueInventory，检查在线队员背包与队伍共享箱是否持有 Material.DARK_PRISMARINE_SLAB。该材质在 Paper 26.2 Material 枚举中存在，代码逻辑与静态结构一致。,"src/main/java/top/lqsnow/blockracing/managers/Game.java (checkRedInventory/checkBlueInventory), src/main/java/top/lqsnow/blockracing/managers/Block.java (loadTargets)",无
354,DARK_PRISMARINE_STAIRS,block,1,暗海晶石楼梯,,consistent,中文显示“暗海晶石楼梯”与 ID（Material.DARK_PRISMARINE_STAIRS）一致。作为 block 类型目标，requirement 为空符合系统设计规范（物品收集类任务由 Material ID 驱动）。,Game.runPer5Tick 每 5 tick 轮询 checkRedInventory / checkBlueInventory，检查在线队员背包与队伍共享箱是否持有 Material.DARK_PRISMARINE_STAIRS。该材质在 Paper 26.2 Material 枚举中存在，代码逻辑与静态结构一致。,"src/main/java/top/lqsnow/blockracing/managers/Game.java (checkRedInventory/checkBlueInventory), src/main/java/top/lqsnow/blockracing/managers/Block.java (loadTargets)",无
355,DAYLIGHT_DETECTOR,block,1,阳光探测器,,consistent,中文显示“阳光探测器”与 ID（Material.DAYLIGHT_DETECTOR）一致。作为 block 类型目标，requirement 为空符合系统设计规范（物品收集类任务由 Material ID 驱动）。,Game.runPer5Tick 每 5 tick 轮询 checkRedInventory / checkBlueInventory，检查在线队员背包与队伍共享箱是否持有 Material.DAYLIGHT_DETECTOR。该材质在 Paper 26.2 Material 枚举中存在，代码逻辑与静态结构一致。,"src/main/java/top/lqsnow/blockracing/managers/Game.java (checkRedInventory/checkBlueInventory), src/main/java/top/lqsnow/blockracing/managers/Block.java (loadTargets)",无
356,DRIPSTONE_BLOCK,block,1,滴水石块,,consistent,中文显示“滴水石块”与 ID（Material.DRIPSTONE_BLOCK）一致。作为 block 类型目标，requirement 为空符合系统设计规范（物品收集类任务由 Material ID 驱动）。,Game.runPer5Tick 每 5 tick 轮询 checkRedInventory / checkBlueInventory，检查在线队员背包与队伍共享箱是否持有 Material.DRIPSTONE_BLOCK。该材质在 Paper 26.2 Material 枚举中存在，代码逻辑与静态结构一致。,"src/main/java/top/lqsnow/blockracing/managers/Game.java (checkRedInventory/checkBlueInventory), src/main/java/top/lqsnow/blockracing/managers/Block.java (loadTargets)",无
357,ENCHANTING_TABLE,block,1,附魔台,,consistent,中文显示“附魔台”与 ID（Material.ENCHANTING_TABLE）一致。作为 block 类型目标，requirement 为空符合系统设计规范（物品收集类任务由 Material ID 驱动）。,Game.runPer5Tick 每 5 tick 轮询 checkRedInventory / checkBlueInventory，检查在线队员背包与队伍共享箱是否持有 Material.ENCHANTING_TABLE。该材质在 Paper 26.2 Material 枚举中存在，代码逻辑与静态结构一致。,"src/main/java/top/lqsnow/blockracing/managers/Game.java (checkRedInventory/checkBlueInventory), src/main/java/top/lqsnow/blockracing/managers/Block.java (loadTargets)",无
358,ENDER_CHEST,block,2,末影箱,,consistent,中文显示“末影箱”与 ID（Material.ENDER_CHEST）一致。作为 block 类型目标，requirement 为空符合系统设计规范（物品收集类任务由 Material ID 驱动）。,Game.runPer5Tick 每 5 tick 轮询 checkRedInventory / checkBlueInventory，检查在线队员背包与队伍共享箱是否持有 Material.ENDER_CHEST。该材质在 Paper 26.2 Material 枚举中存在，代码逻辑与静态结构一致。,"src/main/java/top/lqsnow/blockracing/managers/Game.java (checkRedInventory/checkBlueInventory), src/main/java/top/lqsnow/blockracing/managers/Block.java (loadTargets)",无
359,ENDER_EYE,block,2,末影之眼,,consistent,中文显示“末影之眼”与 ID（Material.ENDER_EYE）一致。作为 block 类型目标，requirement 为空符合系统设计规范（物品收集类任务由 Material ID 驱动）。,Game.runPer5Tick 每 5 tick 轮询 checkRedInventory / checkBlueInventory，检查在线队员背包与队伍共享箱是否持有 Material.ENDER_EYE。该材质在 Paper 26.2 Material 枚举中存在，代码逻辑与静态结构一致。,"src/main/java/top/lqsnow/blockracing/managers/Game.java (checkRedInventory/checkBlueInventory), src/main/java/top/lqsnow/blockracing/managers/Block.java (loadTargets)",无
360,FERN,block,1,蕨,,consistent,中文显示“蕨”与 ID（Material.FERN）一致。作为 block 类型目标，requirement 为空符合系统设计规范（物品收集类任务由 Material ID 驱动）。,Game.runPer5Tick 每 5 tick 轮询 checkRedInventory / checkBlueInventory，检查在线队员背包与队伍共享箱是否持有 Material.FERN。该材质在 Paper 26.2 Material 枚举中存在，代码逻辑与静态结构一致。,"src/main/java/top/lqsnow/blockracing/managers/Game.java (checkRedInventory/checkBlueInventory), src/main/java/top/lqsnow/blockracing/managers/Block.java (loadTargets)",无
361,FLOWERING_AZALEA,block,1,盛开的杜鹃花丛,,consistent,中文显示“盛开的杜鹃花丛”与 ID（Material.FLOWERING_AZALEA）一致。作为 block 类型目标，requirement 为空符合系统设计规范（物品收集类任务由 Material ID 驱动）。,Game.runPer5Tick 每 5 tick 轮询 checkRedInventory / checkBlueInventory，检查在线队员背包与队伍共享箱是否持有 Material.FLOWERING_AZALEA。该材质在 Paper 26.2 Material 枚举中存在，代码逻辑与静态结构一致。,"src/main/java/top/lqsnow/blockracing/managers/Game.java (checkRedInventory/checkBlueInventory), src/main/java/top/lqsnow/blockracing/managers/Block.java (loadTargets)",无
362,FLOWERING_AZALEA_LEAVES,block,1,盛开的杜鹃树叶,,consistent,中文显示“盛开的杜鹃树叶”与 ID（Material.FLOWERING_AZALEA_LEAVES）一致。作为 block 类型目标，requirement 为空符合系统设计规范（物品收集类任务由 Material ID 驱动）。,Game.runPer5Tick 每 5 tick 轮询 checkRedInventory / checkBlueInventory，检查在线队员背包与队伍共享箱是否持有 Material.FLOWERING_AZALEA_LEAVES。该材质在 Paper 26.2 Material 枚举中存在，代码逻辑与静态结构一致。,"src/main/java/top/lqsnow/blockracing/managers/Game.java (checkRedInventory/checkBlueInventory), src/main/java/top/lqsnow/blockracing/managers/Block.java (loadTargets)",无
363,GHAST_TEAR,block,3,恶魂之泪,,consistent,中文显示“恶魂之泪”与 ID（Material.GHAST_TEAR）一致。作为 block 类型目标，requirement 为空符合系统设计规范（物品收集类任务由 Material ID 驱动）。,Game.runPer5Tick 每 5 tick 轮询 checkRedInventory / checkBlueInventory，检查在线队员背包与队伍共享箱是否持有 Material.GHAST_TEAR。该材质在 Paper 26.2 Material 枚举中存在，代码逻辑与静态结构一致。,"src/main/java/top/lqsnow/blockracing/managers/Game.java (checkRedInventory/checkBlueInventory), src/main/java/top/lqsnow/blockracing/managers/Block.java (loadTargets)",无
364,GILDED_BLACKSTONE,block,1,镶金黑石,,consistent,中文显示“镶金黑石”与 ID（Material.GILDED_BLACKSTONE）一致。作为 block 类型目标，requirement 为空符合系统设计规范（物品收集类任务由 Material ID 驱动）。,Game.runPer5Tick 每 5 tick 轮询 checkRedInventory / checkBlueInventory，检查在线队员背包与队伍共享箱是否持有 Material.GILDED_BLACKSTONE。该材质在 Paper 26.2 Material 枚举中存在，代码逻辑与静态结构一致。,"src/main/java/top/lqsnow/blockracing/managers/Game.java (checkRedInventory/checkBlueInventory), src/main/java/top/lqsnow/blockracing/managers/Block.java (loadTargets)",无
365,GLOWSTONE,block,1,荧石,,consistent,中文显示“荧石”与 ID（Material.GLOWSTONE）一致。作为 block 类型目标，requirement 为空符合系统设计规范（物品收集类任务由 Material ID 驱动）。,Game.runPer5Tick 每 5 tick 轮询 checkRedInventory / checkBlueInventory，检查在线队员背包与队伍共享箱是否持有 Material.GLOWSTONE。该材质在 Paper 26.2 Material 枚举中存在，代码逻辑与静态结构一致。,"src/main/java/top/lqsnow/blockracing/managers/Game.java (checkRedInventory/checkBlueInventory), src/main/java/top/lqsnow/blockracing/managers/Block.java (loadTargets)",无
366,HONEYCOMB_BLOCK,block,2,蜜脾块,,consistent,中文显示“蜜脾块”与 ID（Material.HONEYCOMB_BLOCK）一致。作为 block 类型目标，requirement 为空符合系统设计规范（物品收集类任务由 Material ID 驱动）。,Game.runPer5Tick 每 5 tick 轮询 checkRedInventory / checkBlueInventory，检查在线队员背包与队伍共享箱是否持有 Material.HONEYCOMB_BLOCK。该材质在 Paper 26.2 Material 枚举中存在，代码逻辑与静态结构一致。,"src/main/java/top/lqsnow/blockracing/managers/Game.java (checkRedInventory/checkBlueInventory), src/main/java/top/lqsnow/blockracing/managers/Block.java (loadTargets)",无
367,HONEY_BLOCK,block,2,蜂蜜块,,consistent,中文显示“蜂蜜块”与 ID（Material.HONEY_BLOCK）一致。作为 block 类型目标，requirement 为空符合系统设计规范（物品收集类任务由 Material ID 驱动）。,Game.runPer5Tick 每 5 tick 轮询 checkRedInventory / checkBlueInventory，检查在线队员背包与队伍共享箱是否持有 Material.HONEY_BLOCK。该材质在 Paper 26.2 Material 枚举中存在，代码逻辑与静态结构一致。,"src/main/java/top/lqsnow/blockracing/managers/Game.java (checkRedInventory/checkBlueInventory), src/main/java/top/lqsnow/blockracing/managers/Block.java (loadTargets)",无
368,ICE,block,1,冰,,consistent,中文显示“冰”与 ID（Material.ICE）一致。作为 block 类型目标，requirement 为空符合系统设计规范（物品收集类任务由 Material ID 驱动）。,Game.runPer5Tick 每 5 tick 轮询 checkRedInventory / checkBlueInventory，检查在线队员背包与队伍共享箱是否持有 Material.ICE。该材质在 Paper 26.2 Material 枚举中存在，代码逻辑与静态结构一致。,"src/main/java/top/lqsnow/blockracing/managers/Game.java (checkRedInventory/checkBlueInventory), src/main/java/top/lqsnow/blockracing/managers/Block.java (loadTargets)",无
369,LARGE_AMETHYST_BUD,block,1,大型紫晶芽,,consistent,中文显示“大型紫晶芽”与 ID（Material.LARGE_AMETHYST_BUD）一致。作为 block 类型目标，requirement 为空符合系统设计规范（物品收集类任务由 Material ID 驱动）。,Game.runPer5Tick 每 5 tick 轮询 checkRedInventory / checkBlueInventory，检查在线队员背包与队伍共享箱是否持有 Material.LARGE_AMETHYST_BUD。该材质在 Paper 26.2 Material 枚举中存在，代码逻辑与静态结构一致。,"src/main/java/top/lqsnow/blockracing/managers/Game.java (checkRedInventory/checkBlueInventory), src/main/java/top/lqsnow/blockracing/managers/Block.java (loadTargets)",无
370,MAGMA_BLOCK,block,1,岩浆块,,consistent,中文显示“岩浆块”与 ID（Material.MAGMA_BLOCK）一致。作为 block 类型目标，requirement 为空符合系统设计规范（物品收集类任务由 Material ID 驱动）。,Game.runPer5Tick 每 5 tick 轮询 checkRedInventory / checkBlueInventory，检查在线队员背包与队伍共享箱是否持有 Material.MAGMA_BLOCK。该材质在 Paper 26.2 Material 枚举中存在，代码逻辑与静态结构一致。,"src/main/java/top/lqsnow/blockracing/managers/Game.java (checkRedInventory/checkBlueInventory), src/main/java/top/lqsnow/blockracing/managers/Block.java (loadTargets)",无
371,MANGROVE_PLANKS,block,2,红树木板,,consistent,中文显示“红树木板”与 ID（Material.MANGROVE_PLANKS）一致。作为 block 类型目标，requirement 为空符合系统设计规范（物品收集类任务由 Material ID 驱动）。,Game.runPer5Tick 每 5 tick 轮询 checkRedInventory / checkBlueInventory，检查在线队员背包与队伍共享箱是否持有 Material.MANGROVE_PLANKS。该材质在 Paper 26.2 Material 枚举中存在，代码逻辑与静态结构一致。,"src/main/java/top/lqsnow/blockracing/managers/Game.java (checkRedInventory/checkBlueInventory), src/main/java/top/lqsnow/blockracing/managers/Block.java (loadTargets)",无
372,MEDIUM_AMETHYST_BUD,block,1,中型紫晶芽,,consistent,中文显示“中型紫晶芽”与 ID（Material.MEDIUM_AMETHYST_BUD）一致。作为 block 类型目标，requirement 为空符合系统设计规范（物品收集类任务由 Material ID 驱动）。,Game.runPer5Tick 每 5 tick 轮询 checkRedInventory / checkBlueInventory，检查在线队员背包与队伍共享箱是否持有 Material.MEDIUM_AMETHYST_BUD。该材质在 Paper 26.2 Material 枚举中存在，代码逻辑与静态结构一致。,"src/main/java/top/lqsnow/blockracing/managers/Game.java (checkRedInventory/checkBlueInventory), src/main/java/top/lqsnow/blockracing/managers/Block.java (loadTargets)",无
373,MOSSY_COBBLESTONE,block,1,苔石,,consistent,中文显示“苔石”与 ID（Material.MOSSY_COBBLESTONE）一致。作为 block 类型目标，requirement 为空符合系统设计规范（物品收集类任务由 Material ID 驱动）。,Game.runPer5Tick 每 5 tick 轮询 checkRedInventory / checkBlueInventory，检查在线队员背包与队伍共享箱是否持有 Material.MOSSY_COBBLESTONE。该材质在 Paper 26.2 Material 枚举中存在，代码逻辑与静态结构一致。,"src/main/java/top/lqsnow/blockracing/managers/Game.java (checkRedInventory/checkBlueInventory), src/main/java/top/lqsnow/blockracing/managers/Block.java (loadTargets)",无
374,MOSSY_STONE_BRICKS,block,1,苔石砖,,consistent,中文显示“苔石砖”与 ID（Material.MOSSY_STONE_BRICKS）一致。作为 block 类型目标，requirement 为空符合系统设计规范（物品收集类任务由 Material ID 驱动）。,Game.runPer5Tick 每 5 tick 轮询 checkRedInventory / checkBlueInventory，检查在线队员背包与队伍共享箱是否持有 Material.MOSSY_STONE_BRICKS。该材质在 Paper 26.2 Material 枚举中存在，代码逻辑与静态结构一致。,"src/main/java/top/lqsnow/blockracing/managers/Game.java (checkRedInventory/checkBlueInventory), src/main/java/top/lqsnow/blockracing/managers/Block.java (loadTargets)",无
375,NETHER_BRICKS,block,1,下界砖块,,consistent,中文显示“下界砖块”与 ID（Material.NETHER_BRICKS）一致。作为 block 类型目标，requirement 为空符合系统设计规范（物品收集类任务由 Material ID 驱动）。,Game.runPer5Tick 每 5 tick 轮询 checkRedInventory / checkBlueInventory，检查在线队员背包与队伍共享箱是否持有 Material.NETHER_BRICKS。该材质在 Paper 26.2 Material 枚举中存在，代码逻辑与静态结构一致。,"src/main/java/top/lqsnow/blockracing/managers/Game.java (checkRedInventory/checkBlueInventory), src/main/java/top/lqsnow/blockracing/managers/Block.java (loadTargets)",无
376,NETHER_SPROUTS,block,2,下界苗,,consistent,中文显示“下界苗”与 ID（Material.NETHER_SPROUTS）一致。作为 block 类型目标，requirement 为空符合系统设计规范（物品收集类任务由 Material ID 驱动）。,Game.runPer5Tick 每 5 tick 轮询 checkRedInventory / checkBlueInventory，检查在线队员背包与队伍共享箱是否持有 Material.NETHER_SPROUTS。该材质在 Paper 26.2 Material 枚举中存在，代码逻辑与静态结构一致。,"src/main/java/top/lqsnow/blockracing/managers/Game.java (checkRedInventory/checkBlueInventory), src/main/java/top/lqsnow/blockracing/managers/Block.java (loadTargets)",无
377,NETHER_WART,block,2,下界疣,,consistent,中文显示“下界疣”与 ID（Material.NETHER_WART）一致。作为 block 类型目标，requirement 为空符合系统设计规范（物品收集类任务由 Material ID 驱动）。,Game.runPer5Tick 每 5 tick 轮询 checkRedInventory / checkBlueInventory，检查在线队员背包与队伍共享箱是否持有 Material.NETHER_WART。该材质在 Paper 26.2 Material 枚举中存在，代码逻辑与静态结构一致。,"src/main/java/top/lqsnow/blockracing/managers/Game.java (checkRedInventory/checkBlueInventory), src/main/java/top/lqsnow/blockracing/managers/Block.java (loadTargets)",无
378,NETHER_WART_BLOCK,block,1,下界疣块,,consistent,中文显示“下界疣块”与 ID（Material.NETHER_WART_BLOCK）一致。作为 block 类型目标，requirement 为空符合系统设计规范（物品收集类任务由 Material ID 驱动）。,Game.runPer5Tick 每 5 tick 轮询 checkRedInventory / checkBlueInventory，检查在线队员背包与队伍共享箱是否持有 Material.NETHER_WART_BLOCK。该材质在 Paper 26.2 Material 枚举中存在，代码逻辑与静态结构一致。,"src/main/java/top/lqsnow/blockracing/managers/Game.java (checkRedInventory/checkBlueInventory), src/main/java/top/lqsnow/blockracing/managers/Block.java (loadTargets)",无
379,OBSERVER,block,1,侦测器,,consistent,中文显示“侦测器”与 ID（Material.OBSERVER）一致。作为 block 类型目标，requirement 为空符合系统设计规范（物品收集类任务由 Material ID 驱动）。,Game.runPer5Tick 每 5 tick 轮询 checkRedInventory / checkBlueInventory，检查在线队员背包与队伍共享箱是否持有 Material.OBSERVER。该材质在 Paper 26.2 Material 枚举中存在，代码逻辑与静态结构一致。,"src/main/java/top/lqsnow/blockracing/managers/Game.java (checkRedInventory/checkBlueInventory), src/main/java/top/lqsnow/blockracing/managers/Block.java (loadTargets)",无
380,PACKED_ICE,block,1,浮冰,,consistent,中文显示“浮冰”与 ID（Material.PACKED_ICE）一致。作为 block 类型目标，requirement 为空符合系统设计规范（物品收集类任务由 Material ID 驱动）。,Game.runPer5Tick 每 5 tick 轮询 checkRedInventory / checkBlueInventory，检查在线队员背包与队伍共享箱是否持有 Material.PACKED_ICE。该材质在 Paper 26.2 Material 枚举中存在，代码逻辑与静态结构一致。,"src/main/java/top/lqsnow/blockracing/managers/Game.java (checkRedInventory/checkBlueInventory), src/main/java/top/lqsnow/blockracing/managers/Block.java (loadTargets)",无
381,PRISMARINE,block,1,海晶石,,consistent,中文显示“海晶石”与 ID（Material.PRISMARINE）一致。作为 block 类型目标，requirement 为空符合系统设计规范（物品收集类任务由 Material ID 驱动）。,Game.runPer5Tick 每 5 tick 轮询 checkRedInventory / checkBlueInventory，检查在线队员背包与队伍共享箱是否持有 Material.PRISMARINE。该材质在 Paper 26.2 Material 枚举中存在，代码逻辑与静态结构一致。,"src/main/java/top/lqsnow/blockracing/managers/Game.java (checkRedInventory/checkBlueInventory), src/main/java/top/lqsnow/blockracing/managers/Block.java (loadTargets)",无
382,PRISMARINE_BRICKS,block,1,海晶石砖,,consistent,中文显示“海晶石砖”与 ID（Material.PRISMARINE_BRICKS）一致。作为 block 类型目标，requirement 为空符合系统设计规范（物品收集类任务由 Material ID 驱动）。,Game.runPer5Tick 每 5 tick 轮询 checkRedInventory / checkBlueInventory，检查在线队员背包与队伍共享箱是否持有 Material.PRISMARINE_BRICKS。该材质在 Paper 26.2 Material 枚举中存在，代码逻辑与静态结构一致。,"src/main/java/top/lqsnow/blockracing/managers/Game.java (checkRedInventory/checkBlueInventory), src/main/java/top/lqsnow/blockracing/managers/Block.java (loadTargets)",无
383,PRISMARINE_BRICK_SLAB,block,1,海晶石砖台阶,,consistent,中文显示“海晶石砖台阶”与 ID（Material.PRISMARINE_BRICK_SLAB）一致。作为 block 类型目标，requirement 为空符合系统设计规范（物品收集类任务由 Material ID 驱动）。,Game.runPer5Tick 每 5 tick 轮询 checkRedInventory / checkBlueInventory，检查在线队员背包与队伍共享箱是否持有 Material.PRISMARINE_BRICK_SLAB。该材质在 Paper 26.2 Material 枚举中存在，代码逻辑与静态结构一致。,"src/main/java/top/lqsnow/blockracing/managers/Game.java (checkRedInventory/checkBlueInventory), src/main/java/top/lqsnow/blockracing/managers/Block.java (loadTargets)",无
384,PRISMARINE_BRICK_STAIRS,block,1,海晶石砖楼梯,,consistent,中文显示“海晶石砖楼梯”与 ID（Material.PRISMARINE_BRICK_STAIRS）一致。作为 block 类型目标，requirement 为空符合系统设计规范（物品收集类任务由 Material ID 驱动）。,Game.runPer5Tick 每 5 tick 轮询 checkRedInventory / checkBlueInventory，检查在线队员背包与队伍共享箱是否持有 Material.PRISMARINE_BRICK_STAIRS。该材质在 Paper 26.2 Material 枚举中存在，代码逻辑与静态结构一致。,"src/main/java/top/lqsnow/blockracing/managers/Game.java (checkRedInventory/checkBlueInventory), src/main/java/top/lqsnow/blockracing/managers/Block.java (loadTargets)",无
385,PRISMARINE_SLAB,block,1,海晶石台阶,,consistent,中文显示“海晶石台阶”与 ID（Material.PRISMARINE_SLAB）一致。作为 block 类型目标，requirement 为空符合系统设计规范（物品收集类任务由 Material ID 驱动）。,Game.runPer5Tick 每 5 tick 轮询 checkRedInventory / checkBlueInventory，检查在线队员背包与队伍共享箱是否持有 Material.PRISMARINE_SLAB。该材质在 Paper 26.2 Material 枚举中存在，代码逻辑与静态结构一致。,"src/main/java/top/lqsnow/blockracing/managers/Game.java (checkRedInventory/checkBlueInventory), src/main/java/top/lqsnow/blockracing/managers/Block.java (loadTargets)",无
386,PRISMARINE_STAIRS,block,1,海晶石楼梯,,consistent,中文显示“海晶石楼梯”与 ID（Material.PRISMARINE_STAIRS）一致。作为 block 类型目标，requirement 为空符合系统设计规范（物品收集类任务由 Material ID 驱动）。,Game.runPer5Tick 每 5 tick 轮询 checkRedInventory / checkBlueInventory，检查在线队员背包与队伍共享箱是否持有 Material.PRISMARINE_STAIRS。该材质在 Paper 26.2 Material 枚举中存在，代码逻辑与静态结构一致。,"src/main/java/top/lqsnow/blockracing/managers/Game.java (checkRedInventory/checkBlueInventory), src/main/java/top/lqsnow/blockracing/managers/Block.java (loadTargets)",无
387,PRISMARINE_WALL,block,1,海晶石墙,,consistent,中文显示“海晶石墙”与 ID（Material.PRISMARINE_WALL）一致。作为 block 类型目标，requirement 为空符合系统设计规范（物品收集类任务由 Material ID 驱动）。,Game.runPer5Tick 每 5 tick 轮询 checkRedInventory / checkBlueInventory，检查在线队员背包与队伍共享箱是否持有 Material.PRISMARINE_WALL。该材质在 Paper 26.2 Material 枚举中存在，代码逻辑与静态结构一致。,"src/main/java/top/lqsnow/blockracing/managers/Game.java (checkRedInventory/checkBlueInventory), src/main/java/top/lqsnow/blockracing/managers/Block.java (loadTargets)",无
388,QUARTZ_BRICKS,block,1,石英砖,,consistent,中文显示“石英砖”与 ID（Material.QUARTZ_BRICKS）一致。作为 block 类型目标，requirement 为空符合系统设计规范（物品收集类任务由 Material ID 驱动）。,Game.runPer5Tick 每 5 tick 轮询 checkRedInventory / checkBlueInventory，检查在线队员背包与队伍共享箱是否持有 Material.QUARTZ_BRICKS。该材质在 Paper 26.2 Material 枚举中存在，代码逻辑与静态结构一致。,"src/main/java/top/lqsnow/blockracing/managers/Game.java (checkRedInventory/checkBlueInventory), src/main/java/top/lqsnow/blockracing/managers/Block.java (loadTargets)",无
389,QUARTZ_PILLAR,block,1,石英柱,,consistent,中文显示“石英柱”与 ID（Material.QUARTZ_PILLAR）一致。作为 block 类型目标，requirement 为空符合系统设计规范（物品收集类任务由 Material ID 驱动）。,Game.runPer5Tick 每 5 tick 轮询 checkRedInventory / checkBlueInventory，检查在线队员背包与队伍共享箱是否持有 Material.QUARTZ_PILLAR。该材质在 Paper 26.2 Material 枚举中存在，代码逻辑与静态结构一致。,"src/main/java/top/lqsnow/blockracing/managers/Game.java (checkRedInventory/checkBlueInventory), src/main/java/top/lqsnow/blockracing/managers/Block.java (loadTargets)",无
390,QUARTZ_SLAB,block,1,石英台阶,,consistent,中文显示“石英台阶”与 ID（Material.QUARTZ_SLAB）一致。作为 block 类型目标，requirement 为空符合系统设计规范（物品收集类任务由 Material ID 驱动）。,Game.runPer5Tick 每 5 tick 轮询 checkRedInventory / checkBlueInventory，检查在线队员背包与队伍共享箱是否持有 Material.QUARTZ_SLAB。该材质在 Paper 26.2 Material 枚举中存在，代码逻辑与静态结构一致。,"src/main/java/top/lqsnow/blockracing/managers/Game.java (checkRedInventory/checkBlueInventory), src/main/java/top/lqsnow/blockracing/managers/Block.java (loadTargets)",无
